,name,ticker,exchange,sector,industry,long_business_summary,country,website,price,marketcap,dividends,ex_dividend_date,fiftytwo_week_high,fiftytwo_week_low,fifty_day_avgerage,recommendation,total_cash_per_share,profit_margins,volume,dividend_yield,yahoo_ticker
2164,Saratoga Investment Corp New,SAR,NYQ,Financial Services,Asset Management,"Saratoga Investment Corp. is a business development company specializing in leveraged and management buyouts, acquisition financings, growth financings, recapitalization, debt refinancing, and transitional financing transactions at the lower end of middle market companies. It structures its investments as debt and equity by investing through first and second lien loans, mezzanine debt, co-investments, select high yield bonds, senior secured bonds, unsecured bonds, and preferred and common equity. The firm prefers to invest in aerospace, automotive aftermarket and services, business products and services, consumer products and services, education, environmental services, industrial services, financial services, food and beverage, healthcare products and services, logistics, distribution, manufacturing, restaurants services, food services, software services, technology services, specialty chemical, media and telecommunications. It seeks to invest in the United States. The firm primarily invests $5 million to $50 million in companies having EBITDA of $2 million or greater and revenues of $8 million to $250 million. The firm prefer to take a majority stake. It invests through direct lending as well as participation in loan syndicates. The firm was formerly known as GSC Investment Corp. Saratoga Investment Corp. is based in New York, New York with an additional office in Florham Park, New Jersey.",United States,https://www.saratogainvestmentcorp.com,27.09,307872448.0,2.12,2022-03-11 01:00:00,30.25,23.54,27.5362,buy,9.989,0.68535006,24745.0,0.07825765965300849,SAR
2165,"Spirit Airlines, Inc.",SAVE,NYQ,Industrials,Airlines,"Spirit Airlines, Inc. provides airline services. It serves 85 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2021, the company had a fleet of 173 Airbus single-aisle aircraft. It sells tickets through its call centers and airport ticket counters, as well as online through spirit.com; and through various third parties, including online, traditional travel agents, and electronic global distribution systems. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",United States,https://www.spirit.com,21.7082,2353277440.0,0.0,nan,40.77,18.26,23.133,buy,13.258,-0.14626999,2685389.0,0.0,SAVE
2166,"Safe Bulkers, Inc",SB,NYQ,Industrials,Marine Shipping,"Safe Bulkers, Inc. provides marine drybulk transportation services. It owns and operates drybulk vessels for transporting bulk cargoes primarily coal, grain, and iron ore. As of March 15, 2021, the company had a fleet of 43 drybulk vessels having an average age of 10.3 years; and an aggregate carrying capacity of 3,937,000 deadweight tons. Its fleet consisted of 15 Panamax class vessels, 10 Kamsarmax class vessels, 14 post- Panamax class vessels, and four Capesize class vessels. The company was incorporated in 2007 and is based in Monaco.",Monaco,https://www.safebulkers.com,4.66,566847040.0,0.0,2015-08-14 02:00:00,5.44,2.12,3.9542,buy,0.787,0.40425998,711133.0,0.0,SB
2167,Scorpio Tankers Inc. 7.00% Seni,SBBA,NYQ,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,25.8,24.21,24.68702,nan,0.0,0.0,5165.0,,SBBA
2168,"Sally Beauty Holdings, Inc. (Na",SBH,NYQ,Consumer Cyclical,Specialty Retail,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. As of September 30, 2021, the company operated 4,777 stores, including 134 franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",United States,https://www.sallybeautyholdings.com,17.49,1962972672.0,0.0,nan,25.66,15.24,17.5608,buy,2.723,0.064169995,547015.0,0.0,SBH
2169,Western Asset Intermediate Muni,SBI,NYQ,Financial Services,Asset Management,"Western Asset Intermediate Muni Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in the fixed income markets of the United States. The fund invests in securities that provide income exempt from federal income tax. It invests primarily in investment grade municipal securities. The fund employs intensive proprietary research to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Capital 1-15 Year Municipal Bond Index. The fund was formerly known as Intermediate Muni Fund Inc. Western Asset Intermediate Muni Fund Inc. was formed on December 19, 1991 and is domiciled in the United States.",United States,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=SBI,8.7394,123070848.0,0.28,2022-03-23 01:00:00,9.99,8.71,9.1522,none,0.0,1.03543,16144.0,0.03203881273313958,SBI
2170,Sandbridge X2 Corp.,SBII,NYQ,Financial Services,Shell Companies,"Sandbridge X2 Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2021 and is based in New York, New York.",United States,https://www.sandbridgex2.com,9.74,289980256.0,0.0,nan,10.04,9.6,9.72046,none,0.024,0.0,100.0,0.0,SBII
2171,"SilverBow Resorces, Inc.",SBOW,NYQ,Energy,Oil & Gas E&P,"SilverBow Resources, Inc., an oil and gas company, acquires and develops assets in the Eagle Ford shale located in South Texas. As of December 31, 2020, it had proved reserves of 1,106 billion cubic feet of natural gas equivalent. The company was formerly known as Swift Energy Company and changed its name to SilverBow Resources, Inc. in May 2017. SilverBow Resources, Inc. was founded in 1979 and is headquartered in Houston, Texas.",United States,https://www.sbow.com,26.58,430824576.0,0.0,nan,34.83,7.31,24.3918,buy,0.067,-0.058730002,56173.0,0.0,SBOW
2172,Sabine Royalty Trust,SBR,NYQ,Energy,Oil & Gas E&P,"Sabine Royalty Trust holds royalty and mineral interests in various producing oil and gas properties in the United States. Its royalty and mineral interests include landowner's royalties, overriding royalty interests, minerals, production payments, and other similar non-participatory interest in certain producing and proved undeveloped oil and gas properties located in Florida, Louisiana, Mississippi, New Mexico, Oklahoma, and Texas. The company was founded in 1982 and is based in Dallas, Texas.",United States,https://www.sbr-sabine.com,52.4,763955328.0,4.4,2022-03-14 01:00:00,63.97,29.6,51.6012,none,0.591,0.93179,42295.0,0.08396946564885498,SBR
2173,Companhia de saneamento Basico ,SBS,NYQ,Utilities,Utilities—Regulated Water,"Companhia de Saneamento BÃ¡sico do Estado de SÃ£o Paulo - SABESP provides water and sewage services to residential, commercial, industrial, and governmental customers. It provides water supply, sanitary sewage, urban rainwater management and drainage, urban cleaning, and solid waste management services, as well as related activities, including the planning, operation, maintenance, and commercialization of energy. As of December 31, 2020, the company provided water services through 10.1 million water connections to approximately 27.5 million people; and sewage services through 8.5 million sewage connections to approximately 24.3 million people, as well as operated 87,568 kilometers of water pipes and water transmission lines, and 59,660 kilometers of sewer lines. It also offers water and/or sewage services to other municipalities through special purpose companies. The company was founded in 1954 and is headquartered in SÃ£o Paulo, Brazil.",Brazil,https://www.sabesp.com.br,8.375,5724396544.0,0.08,2021-04-30 02:00:00,8.65,5.76,7.1922,buy,6.068,0.13307999,1909581.0,0.00955223880597015,SBS
2174,D/B/A Sibanye-Stillwater Limite,SBSW,NYQ,Basic Materials,Gold,"Sibanye Stillwater Limited operates as a precious metals mining company in South Africa, the United States, Zimbabwe, Canada, and Argentina. The company produces gold; platinum group metals (PGMs), including palladium, platinum, and rhodium; and by-products, such as iridium, ruthenium, nickel, copper, and chrome. It owns the East Boulder and Stillwater mines located in Montana, the United States; and Columbus metallurgical complex, which smelts the material mined to produce PGM-rich filter cake, as well as conducts PGM recycling activities. The company is also involved in the Kroondal, Rustenburg, Marikana, and Platinum Mile operations situated in South Africa; Mimosa located on the southern portion of the Great Dyke in Zimbabwe; the Driefontein, Kloof, and Cooke surface operations located on the West Rand of the Witwatersrand Basin; and the Beatrix situated in the southern Free State. In addition, it owns an interest in surface tailings retreatment facilities; the Marathon PGM project in Ontario, Canada; the Altar and Rio Grande copper gold projects in the Andes in north-west Argentina; the Hoedspruit and Zondernaam PGM projects in South Africa; and the Burnstone and southern Free State gold projects in South Africa. Sibanye Stillwater Limited was founded in 2013 and is based in Weltevreden Park, South Africa.",South Africa,https://www.sibanyestillwater.com,17.0,11960197120.0,1.67,2021-09-16 02:00:00,20.68,11.15,15.9592,buy,35.895,0.27576,2787028.0,0.09823529411764706,SBSW
2175,Southern Copper Corporation,SCCO,NYQ,Basic Materials,Copper,"Southern Copper Corporation engages in mining, exploring, smelting, and refining copper and other minerals in Peru, Mexico, Argentina, Ecuador, and Chile. The company is involved in the mining, milling, and flotation of copper ore to produce copper and molybdenum concentrates; smelting of copper concentrates to produce blister and anode copper; refining of anode copper to produce copper cathodes; production of molybdenum concentrate and sulfuric acid; production of refined silver, gold, and other materials; and mining and processing of zinc and lead. It operates the Toquepala and Cuajone open-pit mines, and a smelter and refinery in Peru; and La Caridad, an open-pit copper mine, as well as a copper ore concentrator, a SX-EW plant, a smelter, refinery, and a rod plant in Mexico. The company also operates Buenavista, an open-pit copper mine, as well as two copper concentrators and two operating SX-EW plants in Mexico. In addition, it operates five underground mines that produce zinc, lead, copper, silver, and gold; a coal mine that produces coal and coke; and a zinc refinery. The company has interests in 59,252 hectares of exploration concessions in Peru; 503,104 hectares of exploration concessions in Mexico; 229,312 hectares of exploration concessions in Argentina; 27,353 hectares of exploration concessions in Chile; and 7,299 hectares of exploration concessions in Ecuador. Southern Copper Corporation was incorporated in 1952 and is based in Phoenix, Arizona. Southern Copper Corporation is a subsidiary of Americas Mining Corporation.",United States,https://www.southerncoppercorp.com,69.71,53891477504.0,4.0,2022-02-14 01:00:00,83.29,54.92,67.4706,hold,4.513,0.31069002,424082.0,0.05738057667479559,SCCO
2176,LMP Capital and Income Fund Inc,SCD,NYQ,Financial Services,Asset Management,"LMP Capital and Income Fund Inc. is a closed ended balanced mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. It is co-managed by Clearbridge Investments, LLC, Western Asset Management Company Limited, and Western Asset Management Company. The fund invests in public equity and fixed income markets across the globe. It seeks to invest in securities of companies operating across diversified sectors. The fund primarily invests in stocks of large-cap companies, intermediate period corporate bonds and notes rated at least A-, energy and non-energy master limited partnerships, and real estate investment trusts. It focuses on such factors as economic, market, or political conditions, fiscal and monetary policy, and security valuation to create its portfolio. The fund benchmarks the performance of its portfolio against the U.S. Aggregate Index and S&P 500 Index. It was formerly known as Salomon Brothers Capital and Income Fund Inc. LMP Capital and Income Fund Inc. was formed on November 12, 2003 and is domiciled in the United States.",United States,https://www.leggmason.com/individualinvestors/clearbridge/products/Individuals/overview/SCD.aspx?availability=Institutions,13.822,247626656.0,1.04,2022-03-23 01:00:00,15.44,12.16,14.3486,none,0.004,5.45586,26495.0,0.07524236724063088,SCD
2177,Charles Schwab Corporation (The,SCHW,NYQ,Financial Services,Capital Markets,"The Charles Schwab Corporation, together with its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates in two segments, Investor Services and Advisor Services. The Investor Services segment provides retail brokerage, investment advisory, banking and trust, retirement plan, and other corporate brokerage services; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retail investor and mutual fund clearing services, as well as compliance solutions. The Advisor Services segment offers custodial, trading, banking, and support services; and retirement business and corporate brokerage retirement services. This segment provides brokerage accounts with equity and fixed income, margin lending, options, and futures and forex trading; cash management capabilities comprising third-party certificates of deposit; third-party and proprietary mutual funds; plus mutual fund trading and clearing services; and exchange-traded funds (ETFs), including proprietary and third-party ETFs. It also offers advice solutions, such as managed portfolios of proprietary and third-party mutual funds and ETFs, separately managed accounts, customized personal advice for tailored portfolios, and specialized planning and portfolio management. In addition, this segment provides banking products and services, including checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust services comprising trust custody services, personal trust reporting services, and administrative trustee services. As of December 31, 2021, the Company had approximately 400 domestic branch offices in 48 states and the District of Columbia, as well as locations in Puerto Rico, the United Kingdom, Hong Kong, and Singapore. The Charles Schwab Corporation was incorporated in 1971 and is headquartered in Westlake, Texas.",United States,https://www.schwab.com,87.34,165124997120.0,0.8,2022-02-10 01:00:00,96.24,63.07,87.5152,buy,62.88,0.31614,5242342.0,0.009159606136936112,SCHW
2178,Service Corporation Internation,SCI,NYQ,Consumer Cyclical,Personal Services,"Service Corporation International provides deathcare products and services in the United States and Canada. The company operates through Funeral and Cemetery segments. Its funeral service and cemetery operations comprise funeral service locations, cemeteries, funeral service/cemetery combination locations, crematoria, and other businesses. The company also provides professional services related to funerals and cremations, including the use of funeral facilities and motor vehicles; arranging and directing services; and removal, preparation, embalming, cremation, memorialization, and travel protection, as well as catering services. In addition, it offers funeral merchandise, including burial caskets and related accessories, urns and other cremation receptacles, outer burial containers, flowers, online and video tributes, stationery products, casket and cremation memorialization products, and other ancillary merchandise. Further, the company's cemeteries provide cemetery property interment rights, such as developed lots, lawn crypts, mausoleum spaces, niches, and other cremation memorialization and interment options; and sells cemetery merchandise and services, including memorial markers and bases, outer burial containers, flowers and floral placements, graveside services, merchandise installations, and interments, as well as offers preneed cemetery merchandise and services. Service Corporation International offers its products and services under the Dignity Memorial, Dignity Planning, National Cremation Society, Advantage Funeral and Cremation Services, Funeraria del Angel, Making Everlasting Memories, Neptune Society, and Trident Society brands. As of December 31, 2021, it owned and operated 1,471 funeral service locations; and 488 cemeteries, including 299 funeral service/cemetery combination locations covering 44 states, eight Canadian provinces, the District of Columbia, and Puerto Rico. The company was incorporated in 1962 and is headquartered in Houston, Texas.",United States,https://www.sci-corp.com,63.605,10489227264.0,0.92,2022-03-14 01:00:00,71.71,48.4,62.5604,strong_buy,1.663,0.19379999,637242.0,0.014464271676754974,SCI
2179,Stepan Company,SCL,NYQ,Basic Materials,Specialty Chemicals,"Stepan Company, together with its subsidiaries, produces and sells specialty and intermediate chemicals to other manufacturers for use in various end products in North America, Europe, Latin America, and Asia. The company operates through three segments: Surfactants, Polymers, and Specialty Products. The Surfactants segment offers surfactants that are used as principal ingredients in consumer and industrial cleaning products, including detergents for washing clothes, dishes, carpets, and floors and walls, as well as shampoos and body washes; and other applications, such as fabric softeners, germicidal quaternary compounds, and lubricating ingredients. Its surfactants are also used in various applications, including emulsifiers for spreading agricultural products; and industrial applications comprising latex systems, plastics, and composites. The Polymers segment provides polyurethane polyols that are used in the manufacture of rigid foam for thermal insulation in the construction industry, as well as a base raw material for coatings, adhesives, sealants, and elastomers (CASE); polyester resins, including liquid and powdered products, which are used in CASE applications; and phthalic anhydride that is used in unsaturated polyester resins, alkyd resins, and plasticizers for applications in construction materials, as well as components of automotive, boating, and other consumer products. The Specialty Products segment offers flavors, emulsifiers, and solubilizers for use in the food, flavoring, nutritional supplement, and pharmaceutical applications. Stepan Company was founded in 1932 and is headquartered in Northfield, Illinois.",United States,https://www.stepan.com,99.985,2241243904.0,1.34,2021-11-29 01:00:00,139.3,95.78,110.0544,buy,4.696,0.06776,31149.0,0.013402010301545232,SCL
2180,Stellus Capital Investment Corp,SCM,NYQ,Financial Services,Asset Management,"Stellus Capital Investment Corporation is a business development company specializing in investments in private middle-market companies. It invests through first lien, second lien, unitranche, and mezzanine debt financing, often with a corresponding equity investment. The fund prefers to invest in US and Canada. The fund seeks to invest in companies with an EBITDA between $5 million and $50 million.",United States,https://www.stelluscapital.com/public-investors/investment-corp/,13.92,271245120.0,1.12,2022-03-30 02:00:00,14.74,11.91,13.5568,buy,1.937,0.6727,60414.0,0.08045977011494254,SCM
2181,Steelcase Inc.,SCS,NYQ,Industrials,Business Equipment & Supplies,"Steelcase Inc. manufactures and sells integrated furniture settings, user-centered technologies, and interior architectural products in the United States and internationally. It operates through Americas, EMEA, and Other segments. The company's furniture portfolio includes panels, fence and beam-based furniture systems, storage products, fixed and height-adjustable desks, benches, and tables, as well as complementary products, including worktools and screens. Its seating products comprise task chairs; seating for collaborative or casual settings; and specialty seating for specific vertical markets, such as healthcare and education. The company's interior architectural products include full and partial height walls and architectural pods. It also provides textiles, wall coverings, and surface imaging solutions for architects and designers; and workplace strategy consulting, data-driven space measurement, lease origination, furniture and asset management, and hosted event services. The company markets and sells its products to corporate, government, healthcare, education, and retail customers under the Steelcase, Coalesse, Smith System, AMQ, Turnstone, Orangebox, and Designtex brands. It distributes its products and services through a network of independent and company-owned dealers, as well as directly to end-use customers. The company was founded in 1912 and is headquartered in Grand Rapids, Michigan.",United States,https://www.steelcase.com,11.899,1333830272.0,0.58,2021-12-23 01:00:00,16.85,10.67,12.1334,buy,2.455,0.00475,240226.0,0.048743591898478864,SCS
2182,"Sculptor Capital Management, In",SCU,NYQ,Financial Services,Asset Management,"Sculptor Capital Management, Inc. is a publicly owned hedge fund sponsor. The firm provides investment advisory services to its clients. It primarily caters to institutional investors, which include pension funds, fund-of-funds, foundations and endowments, corporations and other institutions, private banks and family offices. The firm also manages separate client-focused equity, fixed income, and real estate separate accounts. It also manages commingled funds and specialized products. The firm invests in equity, fixed income and real estate markets across the world. It employs quantitative and qualitative analysis to make its investments through a combination of fundamental bottom-up research, a high degree of flexibility, and integrated risk management. For its multi-strategy portfolios, the firm employs strategies like convertible and derivative arbitrage, corporate credit, long/short equity special situations, buyout investments, merger arbitrage, private investments, and structured credit. It also invests in real estate and traditional real estate assets including multifamily, office, hotel and retail, loans, portfolio acquisitions, loan pools, operating companies, structured debt products, public securities, and non-traditional real estate assets including gaming, distressed land and residential, cell towers, parking, golf, debt and senior housing. For private equity investments, it considers investments in a variety of special situations that seek to realize value through strategic sales or initial public offerings. The firm was previously known as Och-Ziff Capital Management Group Inc. Sculptor Capital Management, Inc. was founded in 1994 and is based New York, New York.",United States,https://www.sculptor.com,12.86,328636000.0,3.47,2021-11-12 01:00:00,28.9,11.59,16.795,buy,5.596,0.22096,120408.0,0.2698289269051322,SCU
2183,Sculptor Acquisition Corp I,SCUA,NYQ,Financial Services,Shell Companies,"Sculptor Acquisition Corp I intends to effect a merger, share exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on businesses in gaming, leisure, location-based live sports and entertainment, hospitality, residential, digital infrastructure, logistics and healthcare businesses. The company was incorporated in 2021 and is based in New York, New York.",United States,nan,9.9,0.0,0.0,nan,10.0,9.81,9.8805,none,0.0,0.0,6577.0,0.0,SCUA
2184,L.S. Starrett Company (The),SCX,NYQ,Industrials,Tools & Accessories,"The L.S. Starrett Company, together with its subsidiaries, manufactures and sells industrial, professional, and consumer measuring and cutting tools, and related products in the United States, Canada, Mexico, Brazil, China, the United Kingdom, Australia, and New Zealand. The company's products include precision tools, electronic gauges, gage blocks, optical vision and laser measuring equipment, custom engineered granite solutions, squares, band saw blades, hole saws, hacksaw blades, jig saw blades, and reciprocating saw blades, as well as M1 lubricant and precision ground flat stock products. It also provides measuring tools, such as micrometers, vernier calipers, height gages, depth gages, electronic gages, dial indicators, steel rules, and combination squares, as well as custom and non-contact gaging. In addition, the company offers hand tools for measuring, marking, and layout that include tapes, levels, chalk lines, and other products for building trades, and construction and retail trades. Further, it provides carbide tipped products for cutting ferrous materials, and non-ferrous metals and castings. The company primarily distributes its precision hand tools, and saw and construction products through distributors or resellers. It serves the metalworking, aerospace, medical, oil and gas, machinery, government, equipment, and automotive markets; marine and farm equipment shops, and do-it-yourselfers; and tradesmen, which comprise builders, carpenters, plumbers, and electricians. The L.S. Starrett Company was founded in 1880 and is headquartered in Athol, Massachusetts.",United States,https://www.starrett.com,7.1759,51620340.0,0.0,2017-12-18 01:00:00,13.9,5.92,8.4314,none,1.301,0.05573,6422.0,0.0,SCX
2185,"SandRidge Energy, Inc.",SD,NYQ,Energy,Oil & Gas E&P,"SandRidge Energy, Inc. engages in the acquisition, development, and production of oil and natural gas primarily in the United States Mid-Continent. As of December 31, 2020, it holds interest in approximately 380,000 net leasehold acres in Oklahoma and Kansas, as well as total proved developed reserves of 33.4 million barrels of oil equivalent. The company was incorporated in 2006 and is headquartered in Oklahoma City, Oklahoma. On May 16, 2016, SandRidge Energy, Inc. and its direct and indirect subsidiaries filed voluntary petitions for reorganization under Chapter 11 of the United States Bankruptcy Code in the United States Bankruptcy Court for the Southern District of Texas.",United States,https://www.sandridgeenergy.com,13.84,507575072.0,0.0,nan,17.05,3.5,12.2538,none,2.645,0.55099,533795.0,0.0,SD
2186,,SDHY,NYQ,,,nan,United States,nan,16.6261,410217440.0,1.3,2022-02-10 01:00:00,19.92,16.23,17.5616,none,0.0,0.0,11364.0,0.07819031522726316,SDHY
2187,Sea Limited,SE,NYQ,Communication Services,Electronic Gaming & Multimedia,"Sea Limited, together with its subsidiaries, engages in the digital entertainment, e-commerce, and digital financial service businesses in Southeast Asia, Latin America, rest of Asia, and internationally. It provides Garena digital entertainment platform for users to access mobile and PC online games, as well as eSports operations; and access to other entertainment content, such as livestreaming of gameplay and social features, such as user chat and online forums. The company also operates Shopee e-commerce platform, a mobile-centric marketplace that offers integrated payment and logistics infrastructure and seller services. In addition, it offers SeaMoney digital financial services to individuals and businesses, including mobile wallet and payment services AirPay, ShopeePay, SPayLater, and other digital financial services brands; and payment processing services for Shopee. The company was formerly known as Garena Interactive Holding Limited and changed its name to Sea Limited in April 2017. Sea Limited was incorporated in 2009 and is headquartered in Singapore.",Singapore,https://www.sea.com,106.13,59192729600.0,0.0,nan,372.7,85.01,145.963,buy,21.334,-0.23527999,9816718.0,0.0,SE
2188,"SeaWorld Entertainment, Inc.",SEAS,NYQ,Consumer Cyclical,Leisure,"SeaWorld Entertainment, Inc., together with its subsidiaries, operates as a theme park and entertainment company in the United States. The company operates SeaWorld theme parks in Orlando, Florida; San Antonio, Texas; and San Diego, California, as well as Busch Gardens theme parks in Tampa, Florida, and Williamsburg, Virginia. It also operates water park attractions in Orlando, Florida; San Antonio, Texas; Chula Vista, California; Tampa, Florida; and Williamsburg, Virginia. In addition, the company operates a reservations-only theme park in Orlando, Florida and a seasonal park in Langhorne, Pennsylvania. It operates a portfolio of twelve theme parks under the SeaWorld, Busch Gardens, Aquatica, Discovery Cove, Water Country USA, Adventure Island, and Sesame Place brands. The company was formerly known as SW Holdco, Inc. and changed its name to SeaWorld Entertainment, Inc. in December 2012. SeaWorld Entertainment, Inc. was founded in 1959 and is headquartered in Orlando, Florida.",United States,https://www.seaworldentertainment.com,66.11,5108511232.0,0.0,2016-09-27 02:00:00,72.18,41.94,64.2448,buy,0.0,0.17058,305888.0,0.0,SEAS
2189,SDCL EDGE Acquisition Corporati,SEDA,NYQ,Financial Services,Shell Companies,"SDCL EDGE Acquisition Corporation focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2021 and is based in New York, New York.",United States,nan,9.7,242442768.0,0.0,nan,9.8,8.74,9.69474,none,0.002,0.0,2.0,0.0,SEDA
2190,Sealed Air Corporation,SEE,NYQ,Consumer Cyclical,Packaging & Containers,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",United States,https://www.sealedair.com,67.41,9987263488.0,0.8,2022-03-10 01:00:00,70.37,44.45,66.1848,buy,3.786,0.09158,451964.0,0.01186767541907729,SEE
2191,Select Medical Holdings Corpora,SEM,NYQ,Healthcare,Medical Care Facilities,"Select Medical Holdings Corporation, through its subsidiary, Select Medical Corporation, operates critical illness recovery hospitals, rehabilitation hospitals, outpatient rehabilitation clinics, and occupational health centers in the United States. The company's Critical Illness Recovery Hospital segment consists of hospitals that provide services for heart failure, infectious disease, respiratory failure and pulmonary disease, surgery requiring prolonged recovery, renal disease, neurological events, and trauma. Its Rehabilitation Hospital segment offers therapy and rehabilitation treatments, including rehabilitative services for brain and spinal cord injuries, strokes, amputations, neurological disorders, orthopedic conditions, pediatric congenital or acquired disabilities, and cancer. The company's Outpatient Rehabilitation segment operates rehabilitation clinics that provide physical, occupational, and speech rehabilitation programs and services; and specialized programs, such as functional programs for work related injuries, hand therapy, post-concussion rehabilitation, pediatric and cancer rehabilitation, and athletic training services. Its Concentra segment operates and provides occupational health centers and contract services at employer worksites that deliver occupational medicine, physical therapy, and consumer health services, as well as provides veterans' healthcare services. As of December 31, 2020, the company operated 99 critical illness recovery hospitals in 28 states; 30 rehabilitation hospitals in 12 states; 1,788 outpatient rehabilitation clinics in 37 states and the District of Columbia; and 517 occupational health centers, and 134 onsite clinics at employer worksites states. Select Medical Holdings Corporation was founded in 1996 and is headquartered in Mechanicsburg, Pennsylvania.",United States,https://www.selectmedical.com,24.3,3259723520.0,0.38,2021-11-15 01:00:00,43.6,21.48,24.4964,buy,0.554,0.07037,585538.0,0.015637860082304528,SEM
2192,"SEMrush Holdings, Inc.",SEMR,NYQ,Technology,Software—Application,"SEMrush Holdings, Inc. develops an online visibility management software-as-a-service platform worldwide. The company enables companies to identify and reach the right audience for their content through the right channels. Its platform enables the company's customers to understand trends and act upon insights to enhance the online visibility, and drive high-quality traffic to their websites and social media pages, as well as online listings, distribute targeted content to their customers, and measure the digital marketing campaigns. The company was founded in 2008 and is headquartered in Boston, Massachusetts.",United States,https://www.semrush.com,10.82,1478823552.0,0.0,nan,32.479,9.57,15.8786,buy,1.917,-0.01747,229133.0,0.0,SEMR
2193,SES AI Corporation,SES,NYQ,Consumer Cyclical,Auto Parts,"SES AI Corporation is an integrated Li-Metal battery manufacturer with operations in the United States, Singapore, China, and South Korea. It develops and produces Li-Metal rechargeable batteries for electric vehicles (EVs) and other applications. The company was founded in 2012 and is headquartered in Boston, Massachusetts.",United States,https://ses.ai,6.93,0.0,0.0,nan,11.47,4.3,7.324,none,17.556,0.0,404221.0,0.0,SES
2194,Stifel Financial Corporation,SF,NYQ,Financial Services,Capital Markets,"Stifel Financial Corp., a financial services and bank holding company, provides retail and institutional wealth management, and investment banking services to individual investors, corporations, municipalities, and institutions in the United States, the United Kingdom, rest of Europe, and Canada. The company operates in three segments: Global Wealth Management, Institutional Group, and Other. It provides private client services, including securities transaction and financial planning services; institutional equity and fixed income sales, trading and research, and municipal finance services; investment banking services, such as mergers and acquisitions, public offerings, and private placements; and retail and commercial banking services comprising personal and commercial lending programs, as well as deposit accounts. The company also participates in and manages underwritings for corporate and public finance, as well as offers financial advisory services. Stifel Financial Corp. was founded in 1890 and is headquartered in St. Louis, Missouri.",United States,https://www.stifel.com,67.69,7057562624.0,1.2,2022-02-28 01:00:00,83.28,60.35,72.5024,buy,40.269,0.16679001,152829.0,0.017727877086718864,SF
